"x","y","z","mx","my","mz"
0.4662,0,0,5.2753e-08,0.14435,0.98952
0.4671,0,0,-5.1154e-05,0.14204,0.98981
0.468,0,0,-0.00010236,0.13973,0.99011
0.4689,0,0,-0.00015357,0.13742,0.9904
0.4698,0,0,-0.00020477,0.13512,0.9907
0.4707,0,0,-0.00021675,0.13281,0.991
0.4716,0,0,-0.00019163,0.13049,0.99129
0.4725,0,0,-0.00016651,0.12817,0.99159
0.4734,0,0,-0.00014139,0.12586,0.99189
0.4743,0,0,-0.00011627,0.12354,0.99219
0.4752,0,0,-9.115e-05,0.12122,0.99249
